identificationNumber,Relationship,title,blob_uri,externalURL,rightsHolder_org,rightsHolder_person,publishTo
MR.ALBQ.521,45864,Lucinda,http://www.publicartarchive.org/sites/default/files/323_01.jpg,,,Luis Ortega,Public Art Archive
MR.ALBQ.522,45866,Abstract Crown Dancer I,http://www.publicartarchive.org/sites/default/files/324_01.jpg,,,Allan Houser,Public Art Archive
MR.ALBQ.523,45866,Abstract Crown Dancer I,http://www.publicartarchive.org/sites/default/files/324_02.jpg,,,Allan Houser,Public Art Archive
MR.ALBQ.524,45866,Abstract Crown Dancer I,http://www.publicartarchive.org/sites/default/files/324_03.JPG,,,Allan Houser,Public Art Archive
MR.ALBQ.525,45870,Calico Cat,http://www.publicartarchive.org/sites/default/files/325_01.jpg,,,Mike Rodriguez,Public Art Archive
MR.ALBQ.526,45872,Storyteller,http://www.publicartarchive.org/sites/default/files/326_01.jpg,,,Stella Teller,Public Art Archive
MR.ALBQ.527,45874,Spring Fever,http://www.publicartarchive.org/sites/default/files/327_01_0.jpg,,,Francis Rivera,Public Art Archive
MR.ALBQ.528,45875,La Huida a Egipto,http://www.publicartarchive.org/sites/default/files/328_01.jpg,,,Charles Carrillo,Public Art Archive
MR.ALBQ.529,45877,Cristo and Mourning Figures,http://www.publicartarchive.org/sites/default/files/329_01.jpg,,,Marie Cash,Public Art Archive
MR.ALBQ.530,45879,San Pascual,http://www.publicartarchive.org/sites/default/files/330_01.jpg,,,Ben Ortega,Public Art Archive
MR.ALBQ.531,45881,Popular Santos in New Mexico,http://www.publicartarchive.org/sites/default/files/331_01.jpg,,,Paula Rodriguez,Public Art Archive
MR.ALBQ.532,45883,Holy Family,http://www.publicartarchive.org/sites/default/files/332_01.jpg,,,Senaida Romero,Public Art Archive
MR.ALBQ.533,45885,St. Francis,http://www.publicartarchive.org/sites/default/files/333_01.jpg,,,Tranquilino Roybal,Public Art Archive
MR.ALBQ.534,45887,"Queen of Rosary, Lady of Guadalupe, Lady of Sorrows",http://www.publicartarchive.org/sites/default/files/334_01.jpg,,,Rosemarie Stuyck,Public Art Archive
MR.ALBQ.535,45889,San Rafael,http://www.publicartarchive.org/sites/default/files/335_01.jpg,,,Horacio Valdez,Public Art Archive
MR.ALBQ.536,45891,Bere de Santa Cruz,http://www.publicartarchive.org/sites/default/files/336_01.jpg,,,Irene Yates,Public Art Archive
MR.ALBQ.537,45893,The Basket Dance,http://www.publicartarchive.org/sites/default/files/338_01.jpg,,,Glenna Goodacre,Public Art Archive
MR.ALBQ.538,45895,Dream of Flight,http://www.publicartarchive.org/sites/default/files/339_01.JPG,,,Lincoln Fox,Public Art Archive
MR.ALBQ.539,45897,Rains for the Harvest,http://www.publicartarchive.org/sites/default/files/340_01.jpg,,,Tammy Garcia,Public Art Archive
MR.ALBQ.540,45897,Rains for the Harvest,http://www.publicartarchive.org/sites/default/files/340_02.jpg,,,Tammy Garcia,Public Art Archive
MR.ALBQ.541,45897,Rains for the Harvest,http://www.publicartarchive.org/sites/default/files/340_03.jpg,,,Tammy Garcia,Public Art Archive
MR.ALBQ.542,45897,Rains for the Harvest,http://www.publicartarchive.org/sites/default/files/340_04.jpg,,,Tammy Garcia,Public Art Archive
MR.ALBQ.543,45902,Last Tango in Santa Fe V,http://www.publicartarchive.org/sites/default/files/342_01.jpg,,,Harry Fonesca,Public Art Archive
MR.ALBQ.544,45904,Corrales Mystique,http://www.publicartarchive.org/sites/default/files/343_01.jpg,,,Morris Rippel,Public Art Archive
MR.ALBQ.545,45906,"""What the hell are we waiting for now, Christmas?""",http://www.publicartarchive.org/sites/default/files/344_01.jpg,,,Gordon Snidow,Public Art Archive
MR.ALBQ.546,45908,Deep Sea Falls,http://www.publicartarchive.org/sites/default/files/345_01.jpg,,,Frank Ettenberg,Public Art Archive
MR.ALBQ.547,45910,Yellow Pot,http://www.publicartarchive.org/sites/default/files/346_01.jpg,,,Russell Hamilton,Public Art Archive
MR.ALBQ.548,45912,Earth Legend Series,http://www.publicartarchive.org/sites/default/files/347_01.jpg,,,Larry Calcagno,Public Art Archive
MR.ALBQ.549,45914,"Tewa Motel, Albuquerque, New Mexico",http://www.publicartarchive.org/sites/default/files/348_01.jpg,,,Phyllis Kennedy,Public Art Archive
MR.ALBQ.550,45916,Coyote with Woman Inside,http://www.publicartarchive.org/sites/default/files/349_01.jpg,,,Holly Roberts,Public Art Archive
MR.ALBQ.551,45918,The Magician,http://www.publicartarchive.org/sites/default/files/350_01.jpg,,,Fritz Scholder,Public Art Archive
MR.ALBQ.552,45920,Sun Song,http://www.publicartarchive.org/sites/default/files/351_01.jpg,,,Sam Scott,Public Art Archive
MR.ALBQ.553,45922,Night on Elk Mountain,http://www.publicartarchive.org/sites/default/files/352_01.jpg,,,Bob Lee,Public Art Archive
MR.ALBQ.554,45924,Guadalupe Sunrise,http://www.publicartarchive.org/sites/default/files/353_01.jpg,,,Gary Niblett,Public Art Archive
MR.ALBQ.555,45926,San Ildefonso Hunting Dancer,http://www.publicartarchive.org/sites/default/files/354_01.jpg,,,Julian Robles,Public Art Archive
MR.ALBQ.556,45928,Botanical Layout: Peony,http://www.publicartarchive.org/sites/default/files/355_01.jpg,,,Betty Hahn,Public Art Archive
MR.ALBQ.557,45930,The Last Hill,http://www.publicartarchive.org/sites/default/files/356_01.jpg,,,Bruce Lowney,Public Art Archive
MR.ALBQ.558,45932,Quiet Scherzo I,http://www.publicartarchive.org/sites/default/files/357_01.jpg,,,Earl Stroh,Public Art Archive
MR.ALBQ.559,45934,All that Surrounds the Earth Surrounds Me,http://www.publicartarchive.org/sites/default/files/358_01.jpg,,,Hilda Volkin,Public Art Archive
MR.ALBQ.560,45936,Untitled - Pottery,http://www.publicartarchive.org/sites/default/files/320_01.jpg,,,Eddie Dominguez,Public Art Archive
MR.ALBQ.561,45936,Untitled - Pottery,http://www.publicartarchive.org/sites/default/files/359_01.jpg,,,Liz Anderson,Public Art Archive
MR.ALBQ.562,45936,Untitled - Pottery,http://www.publicartarchive.org/sites/default/files/359_01_0.jpg,,,Liz Anderson,Public Art Archive
MR.ALBQ.563,45939,Serenity and Hope,http://www.publicartarchive.org/sites/default/files/360_01.jpg,,,John Boomer,Public Art Archive
MR.ALBQ.564,45941,Untitled (Ilena Grayson),http://www.publicartarchive.org/sites/default/files/361_01.jpg,,,Ilena Grayson,Public Art Archive
MR.ALBQ.565,45942,Andean Spirit,http://www.publicartarchive.org/sites/default/files/362_01.jpg,,,Louise Laval,Public Art Archive
MR.ALBQ.566,45944,Rites,http://www.publicartarchive.org/sites/default/files/363_01.jpg,,,Virginia Dehn,Public Art Archive
MR.ALBQ.567,45946,"The Navajo Nation ""Storage Jar""",http://www.publicartarchive.org/sites/default/files/364_01.jpg,,,RC Gorman,Public Art Archive
MR.ALBQ.568,45948,La Facade II,http://www.publicartarchive.org/sites/default/files/365_01.jpg,,,Martha Slaymaker,Public Art Archive
MR.ALBQ.569,45950,Buffalo White,http://www.publicartarchive.org/sites/default/files/366_01.jpg,,,Arthur Sussman,Public Art Archive
MR.ALBQ.570,45952,Figure in Green,http://www.publicartarchive.org/sites/default/files/367_01.jpg,,,Clinton Adams,Public Art Archive
MR.ALBQ.571,45954,Profile in Blue,http://www.publicartarchive.org/sites/default/files/368_01.jpg,,,Ron Adams,Public Art Archive
MR.ALBQ.572,45956,Untitled: 81.2.1 A+B,http://www.publicartarchive.org/sites/default/files/369_01.jpg,,,Garo Antreasian,Public Art Archive
MR.ALBQ.573,45958,"Central Ave. at Carlisle, Albuquerque",http://www.publicartarchive.org/sites/default/files/370_01.jpg,,,Gus Foster,Public Art Archive
MR.ALBQ.574,45960,"Rudolfo Mascarenas - Amalia, New Mexico",http://www.publicartarchive.org/sites/default/files/371_01.jpg,,,Miguel Gandert,Public Art Archive
MR.ALBQ.575,45962,"Ansel Adams - Ranchos de Taos, New Mexico",http://www.publicartarchive.org/sites/default/files/372_01.jpg,,,Beaumont Newhall,Public Art Archive
MR.ALBQ.576,45964,American,http://www.publicartarchive.org/sites/default/files/373_01.jpg,,,Tim Prythero,Public Art Archive
MR.ALBQ.577,45966,Ever Changing,http://www.publicartarchive.org/sites/default/files/374_01.jpg,,,Jinni Thomas,Public Art Archive
MR.ALBQ.578,45968,"Shared Traditions: Mind, Body & Spirit: Native American Perspective",http://www.publicartarchive.org/sites/default/files/375_01.jpg,,,Norman Pacheco,Public Art Archive
MR.ALBQ.579,45970,Mothers and Babies Under...Tree,http://www.publicartarchive.org/sites/default/files/393_01.jpg,,,Coex�ae Qgam,Public Art Archive
MR.ALBQ.580,45972,Locust with Bushman Potato (Quare),http://www.publicartarchive.org/sites/default/files/394_01.jpg,,,Cg�ose Ntcoxo,Public Art Archive
MR.ALBQ.581,45974,Remembering II,http://www.publicartarchive.org/sites/default/files/395_01.jpg,,,Diana Reyna,Public Art Archive
MR.ALBQ.582,45976,Stories from Within,http://www.publicartarchive.org/sites/default/files/396_01.jpg,,,Nora Naranjo-Morse,Public Art Archive
MR.ALBQ.583,45978,Jujubu and Nxam Veldfood,http://www.publicartarchive.org/sites/default/files/397_01.jpg,,,Cg�ose Ntcoxo,Public Art Archive
MR.ALBQ.584,45980,Trickster I,http://www.publicartarchive.org/sites/default/files/398_01.jpg,,,Felice Lucero,Public Art Archive
MR.ALBQ.585,45982,Trickster II,http://www.publicartarchive.org/sites/default/files/399_01.jpg,,,Felice Lucero,Public Art Archive
MR.ALBQ.586,45984,Culture Speak,http://www.publicartarchive.org/sites/default/files/400_01.jpg,,,Nora Naranjo-Morse,Public Art Archive
MR.ALBQ.587,45986,Tortoise with Ostrich,http://www.publicartarchive.org/sites/default/files/401_01.jpg,,,Xqaiqa Qomtcaa,Public Art Archive
MR.ALBQ.588,45988,Trickster Hare and Lion,http://www.publicartarchive.org/sites/default/files/402_01.jpg,,,Xqaiqa Qomtcaa,Public Art Archive
MR.ALBQ.589,45990,King of the Monsters,http://www.publicartarchive.org/sites/default/files/405_01.jpg,,,Mateo Romero,Public Art Archive
MR.ALBQ.590,45992,"Gods of the Warm, Cold Middle",http://www.publicartarchive.org/sites/default/files/406_01.jpg,,,Mateo Romero,Public Art Archive
MR.ALBQ.591,45994,Birds and Women Eating Sour...,http://www.publicartarchive.org/sites/default/files/407_01.jpg,,,Coex�ae Qgam,Public Art Archive
MR.ALBQ.592,45996,Remembering I,http://www.publicartarchive.org/sites/default/files/408_01.jpg,,,Diana Reyna,Public Art Archive
MR.ALBQ.593,45998,Montano Bridge Overlooks,http://www.publicartarchive.org/sites/default/files/409_01_0.jpg,,,Robert Peters,Public Art Archive
MR.ALBQ.594,45999,Toad,http://www.publicartarchive.org/sites/default/files/410_01.jpg,,,William Allen,Public Art Archive
MR.ALBQ.595,46001,Dragonfly,http://www.publicartarchive.org/sites/default/files/411_01.jpg,,,William Allen,Public Art Archive
MR.ALBQ.596,46003,Mesa,http://www.publicartarchive.org/sites/default/files/412_01.jpg,,,Carol Armijo,Public Art Archive
MR.ALBQ.597,46005,Se Murio mi Guapanjero,http://www.publicartarchive.org/sites/default/files/413_01.jpg,,,Maria Baca,Public Art Archive
MR.ALBQ.598,46007,Make Me an Angel,http://www.publicartarchive.org/sites/default/files/414_01.jpg,,,Scott Kuykendall,Public Art Archive
MR.ALBQ.599,46009,Quartet of the Seasons of New Mexico #5,http://www.publicartarchive.org/sites/default/files/415_01.jpg,,,Diana Stetson,Public Art Archive
MR.ALBQ.600,46011,Rio Grande Nature Center,http://www.publicartarchive.org/sites/default/files/416_01.jpg,,,Peter Manchester,Public Art Archive
MR.ALBQ.601,46013,Untitled (Carlos Atencio),http://www.publicartarchive.org/sites/default/files/417_01.jpg,,,Carlos Atencio,Public Art Archive
MR.ALBQ.602,46014,Untitled (Caci Gallop),http://www.publicartarchive.org/sites/default/files/418_01.jpg,,,Caci Gallop,Public Art Archive
MR.ALBQ.603,46015,Untitled (Kristina Guist),http://www.publicartarchive.org/sites/default/files/419_01.jpg,,,Kristina Guist,Public Art Archive
MR.ALBQ.604,46016,Untitled (Maria Marion),http://www.publicartarchive.org/sites/default/files/420_01.jpg,,,Maria Marion,Public Art Archive
MR.ALBQ.605,46017,Untitled (Laisha Abila-McMurra),http://www.publicartarchive.org/sites/default/files/421_01.jpg,,,Laisha Abila-McMurra,Public Art Archive
MR.ALBQ.606,46018,Untitled (Miranda Waldrep),http://www.publicartarchive.org/sites/default/files/422_01_0.jpg,,,Miranda Waldrep,Public Art Archive
MR.ALBQ.607,46019,Consumer Market Series,http://www.publicartarchive.org/sites/default/files/423_01.jpg,,,Mateo Romero,Public Art Archive
MR.ALBQ.608,46021,They Won't Show their Faces,http://www.publicartarchive.org/sites/default/files/424_01.jpg,,,Mateo Romero,Public Art Archive
MR.ALBQ.609,46023,Tesuque Pueblo Camel Rock,http://www.publicartarchive.org/sites/default/files/425_01.jpg,,,Dorothy Herrera,Public Art Archive
MR.ALBQ.610,46025,Kiva Steps,http://www.publicartarchive.org/sites/default/files/426_01.jpg,,,Dorothy Herrera,Public Art Archive
MR.ALBQ.611,46027,Untitled (Janet Hevey II),http://www.publicartarchive.org/sites/default/files/428_01_0.jpg,,,Janet Hevey,Public Art Archive
MR.ALBQ.612,46028,Untitled (Janet Hevey I),http://www.publicartarchive.org/sites/default/files/427_01_0.jpg,,,Janet Hevey,Public Art Archive
MR.ALBQ.613,46029,Thunder Storm,http://www.publicartarchive.org/sites/default/files/429_01.jpg,,,Deborah Jojola-Sanchez,Public Art Archive
MR.ALBQ.614,46031,Kachina Spirits,http://www.publicartarchive.org/sites/default/files/430_01.jpg,,,Deborah Jojola-Sanchez,Public Art Archive
MR.ALBQ.615,46033,Untitled (Felice Lucero II),http://www.publicartarchive.org/sites/default/files/399_01_0.jpg,,,Felice Lucero,Public Art Archive
MR.ALBQ.616,46034,Untitled (Felice Lucero I),http://www.publicartarchive.org/sites/default/files/431_01.jpg,,,Felice Lucero,Public Art Archive
MR.ALBQ.617,46035,Untitled (C. Maurus Chino II),http://www.publicartarchive.org/sites/default/files/434_01.jpg,,,C. Maurus Chino II,Public Art Archive
MR.ALBQ.618,46036,Untitled (C. Maurus Chino I),http://www.publicartarchive.org/sites/default/files/433_01.jpg,,,C. Maurus Chino,Public Art Archive
MR.ALBQ.619,46037,Purple Dreams,http://www.publicartarchive.org/sites/default/files/435_01.jpg,,,Roderick Tenorio,Public Art Archive
MR.ALBQ.620,46039,Chosen Contracts,http://www.publicartarchive.org/sites/default/files/436_01.jpg,,,Roderick Tenorio,Public Art Archive
MR.ALBQ.621,46041,What He Sees (II),http://www.publicartarchive.org/sites/default/files/437_01.jpg,,,Nora Naranjo-Morse,Public Art Archive
MR.ALBQ.622,46043,He Told Me to Create...(I),http://www.publicartarchive.org/sites/default/files/438_01.jpg,,,Nora Naranjo-Morse,Public Art Archive
MR.ALBQ.623,46045,Reclining Nude,http://www.publicartarchive.org/sites/default/files/439_01.jpg,,,Floyd Solomon,Public Art Archive
MR.ALBQ.624,46047,Night: The Presence of Man,http://www.publicartarchive.org/sites/default/files/440_01.jpg,,,Floyd Solomon,Public Art Archive
MR.ALBQ.625,46049,Untitled (Lynn Trujillo),http://www.publicartarchive.org/sites/default/files/441_01_0.jpg,,,Lynn Trujillo,Public Art Archive
MR.ALBQ.626,46052,Homage to Summer Rains,http://www.publicartarchive.org/sites/default/files/443_01.jpg,,,Calvin Gonzales,Public Art Archive
MR.ALBQ.627,46054,Tewa Bluegate,http://www.publicartarchive.org/sites/default/files/444_01.jpg,,,Calvin Gonzales,Public Art Archive
MR.ALBQ.628,46056,Sioux Pony,http://www.publicartarchive.org/sites/default/files/445_01.jpg,,,Art Menchego,Public Art Archive
MR.ALBQ.629,46058,Untitled (Art Menchego),http://www.publicartarchive.org/sites/default/files/446_01.jpg,,,Art Menchego,Public Art Archive
MR.ALBQ.630,46059,Untitled (Bernard Gachupin II),http://www.publicartarchive.org/sites/default/files/448_01.jpg,,,Bernard Gachupin,Public Art Archive
MR.ALBQ.631,46060,Untitled,http://www.publicartarchive.org/sites/default/files/447_01.jpg,,,Bernard Gachupin,Public Art Archive
MR.ALBQ.632,46061,Butterfly Maidens,http://www.publicartarchive.org/sites/default/files/449_01.jpg,,,Phil Hughte,Public Art Archive
MR.ALBQ.633,46063,Zuni Corn Dancers,http://www.publicartarchive.org/sites/default/files/450_01.jpg,,,Phil Hughte,Public Art Archive
MR.ALBQ.634,46065,Spirit of a Tewa Water Jar,http://www.publicartarchive.org/sites/default/files/451_01.jpg,,,Lonnie Vigil,Public Art Archive
MR.ALBQ.635,46067,Water Jars of Many Blessings,http://www.publicartarchive.org/sites/default/files/452_01.jpg,,,Lonnie Vigil,Public Art Archive
MR.ALBQ.636,46069,Malinche,http://www.publicartarchive.org/sites/default/files/453_01.jpg,,,Gerald Nailor,Public Art Archive
MR.ALBQ.637,46069,Malinche,http://www.publicartarchive.org/sites/default/files/453_01_0.jpg,,,program staff,Public Art Archive
MR.ALBQ.638,46070,Kiva Figure,http://www.publicartarchive.org/sites/default/files/454_01.jpg,,,Gerald Nailor,Public Art Archive
MR.ALBQ.639,46072,Corn Dryer,http://www.publicartarchive.org/sites/default/files/455_01.jpg,,,George Rivera,Public Art Archive
MR.ALBQ.640,46074,Mask,http://www.publicartarchive.org/sites/default/files/456_01.jpg,,,George Rivera,Public Art Archive
MR.ALBQ.641,46075,Tablita,http://www.publicartarchive.org/sites/default/files/457_01.jpg,,,Alvin Curran,Public Art Archive
MR.ALBQ.642,46077,Untitled (Alvin Curran),http://www.publicartarchive.org/sites/default/files/458_01.jpg,,,Alvin Curran,Public Art Archive
MR.ALBQ.643,46077,Untitled (Alvin Curran),http://www.publicartarchive.org/sites/default/files/458_01_0.jpg,,Albuquerque Public Art,,Public Art Archive
MR.ALBQ.644,46078,Across the Land,http://www.publicartarchive.org/sites/default/files/459_01.jpg,,,Jonathan Warm Day,Public Art Archive
MR.ALBQ.645,46080,Vanished,http://www.publicartarchive.org/sites/default/files/460_01.jpg,,,Jonathan Warm Day,Public Art Archive
MR.ALBQ.646,46080,Vanished,http://www.publicartarchive.org/sites/default/files/460_01_0.jpg,,,program staff,Public Art Archive
MR.ALBQ.647,46081,Apache Plume,http://www.publicartarchive.org/sites/default/files/461_01.jpg,,,Valerie Arber,Public Art Archive
MR.ALBQ.648,46083,Chamisa,http://www.publicartarchive.org/sites/default/files/462_01.jpg,,,Betty Hahn,Public Art Archive
MR.ALBQ.649,46085,Mexican Hat,http://www.publicartarchive.org/sites/default/files/463_01.jpg,,,Beverly Magennis,Public Art Archive
MR.ALBQ.650,46087,Red Iris,http://www.publicartarchive.org/sites/default/files/464_01.jpg,,,Forrest Moses,Public Art Archive
MR.ALBQ.651,46089,Corn Lily Spring,http://www.publicartarchive.org/sites/default/files/465_01.jpg,,,Kristy Rawson,Public Art Archive
MR.ALBQ.652,46091,Rays of Communication,http://www.publicartarchive.org/sites/default/files/467_01.JPG,,,Juan Navarrete,Public Art Archive
MR.ALBQ.653,46093,Teach the Mind & Touch the Spirit,http://www.publicartarchive.org/sites/default/files/468_02.jpg,,,Margy O'Brien,Public Art Archive
