identificationNumber,Relationship,title,blob_uri,externalURL,rightsHolder_org,rightsHolder_person,publishTo
MR.ALBQ.326,45546,Kolowisi,http://www.publicartarchive.org/sites/default/files/200_02.jpg,,,Andrew Shows,Public Art Archive
MR.ALBQ.327,45546,Kolowisi,http://www.publicartarchive.org/sites/default/files/200_03.jpg,,,Andrew Shows,Public Art Archive
MR.ALBQ.328,45550,Paz Y Unidad/Peace and Unity,http://www.publicartarchive.org/sites/default/files/201_01.jpg,,,Joe Stephenson,Public Art Archive
MR.ALBQ.329,45550,Paz Y Unidad/Peace and Unity,http://www.publicartarchive.org/sites/default/files/201_02.jpg,,,Joe Stephenson,Public Art Archive
MR.ALBQ.330,45550,Paz Y Unidad/Peace and Unity,http://www.publicartarchive.org/sites/default/files/201_03.jpg,,,Joe Stephenson,Public Art Archive
MR.ALBQ.331,45550,Paz Y Unidad/Peace and Unity,http://www.publicartarchive.org/sites/default/files/201_04.jpg,,,Joe Stephenson,Public Art Archive
MR.ALBQ.332,45550,Paz Y Unidad/Peace and Unity,http://www.publicartarchive.org/sites/default/files/201_05.jpg,,,Joe Stephenson,Public Art Archive
MR.ALBQ.333,45550,Paz Y Unidad/Peace and Unity,http://www.publicartarchive.org/sites/default/files/201_06.jpg,,,Joe Stephenson,Public Art Archive
MR.ALBQ.334,45550,Paz Y Unidad/Peace and Unity,http://www.publicartarchive.org/sites/default/files/201_06_0.jpg,,,Joe Stephenson,Public Art Archive
MR.ALBQ.335,45558,Untitled Historical timeline of Books,http://www.publicartarchive.org/sites/default/files/202_01.jpg,,,Diana Stetson,Public Art Archive
MR.ALBQ.336,45558,Untitled Historical timeline of Books,http://www.publicartarchive.org/sites/default/files/202_02.jpg,,,Diana Stetson,Public Art Archive
MR.ALBQ.337,45558,Untitled Historical timeline of Books,http://www.publicartarchive.org/sites/default/files/202_03.jpg,,,Diana Stetson,Public Art Archive
MR.ALBQ.338,45562,East Central Mosaics (Home on the Rainbow),http://www.publicartarchive.org/sites/default/files/203_01.jpg,,,Robert Stout,Public Art Archive
MR.ALBQ.339,45562,East Central Mosaics (Home on the Rainbow),http://www.publicartarchive.org/sites/default/files/203_02.jpg,,,Robert Stout,Public Art Archive
MR.ALBQ.340,45565,East Central Mosaics (March of the Flowers),http://www.publicartarchive.org/sites/default/files/203.01_01.jpg,,,Robert Stout,Public Art Archive
MR.ALBQ.341,45567,East Central Mosaics (Pinwheel),http://www.publicartarchive.org/sites/default/files/203.02_01.jpg,,,Robert Stout,Public Art Archive
MR.ALBQ.342,45569,Palo Duro Mosaic,http://www.publicartarchive.org/sites/default/files/204_01.jpg,,,Robert Stout,Public Art Archive
MR.ALBQ.343,45569,Palo Duro Mosaic,http://www.publicartarchive.org/sites/default/files/204_02.jpg,,,Robert Stout,Public Art Archive
MR.ALBQ.344,45572,Gates to Sculpture Garden,http://www.publicartarchive.org/sites/default/files/205_01.jpg,,,John Suttman,Public Art Archive
MR.ALBQ.345,45572,Gates to Sculpture Garden,http://www.publicartarchive.org/sites/default/files/205_02.jpg,,,John Suttman,Public Art Archive
MR.ALBQ.346,45572,Gates to Sculpture Garden,http://www.publicartarchive.org/sites/default/files/205_03.jpg,,,John Suttman,Public Art Archive
MR.ALBQ.347,45576,Pentaceratops Sternbergii,http://www.publicartarchive.org/sites/default/files/206_01.jpg,,,David Thomas,Public Art Archive
MR.ALBQ.348,45578,Albertosaurus Sternbergii,http://www.publicartarchive.org/sites/default/files/207_01.jpg,,,David Thomas,Public Art Archive
MR.ALBQ.349,45580,Sharing the Joy of a New Discovery,http://www.publicartarchive.org/sites/default/files/209_01.jpg,,,Alice Thompson,Public Art Archive
MR.ALBQ.350,45580,Sharing the Joy of a New Discovery,http://www.publicartarchive.org/sites/default/files/209_02.jpg,,,Alice Thompson,Public Art Archive
MR.ALBQ.351,45580,Sharing the Joy of a New Discovery,http://www.publicartarchive.org/sites/default/files/209_04.jpg,,,Alice Thompson,Public Art Archive
MR.ALBQ.352,45584,To Serve & Protect,http://www.publicartarchive.org/sites/default/files/210_01.jpg,,,Storm Townsend,Public Art Archive
MR.ALBQ.353,45584,To Serve & Protect,http://www.publicartarchive.org/sites/default/files/210_02.jpg,,,Storm Townsend,Public Art Archive
MR.ALBQ.354,45587,Kimo the Cat,http://www.publicartarchive.org/sites/default/files/211_01.jpg,,,Michele VandenHeuvel,Public Art Archive
MR.ALBQ.355,45587,Kimo the Cat,http://www.publicartarchive.org/sites/default/files/211_02.jpg,,,Michele VandenHeuvel,Public Art Archive
MR.ALBQ.356,45587,Kimo the Cat,http://www.publicartarchive.org/sites/default/files/211_03.jpg,,,Michele VandenHeuvel,Public Art Archive
MR.ALBQ.357,45587,Kimo the Cat,http://www.publicartarchive.org/sites/default/files/211_04.jpg,,,Michele VandenHeuvel,Public Art Archive
MR.ALBQ.358,45592,Dawn Light,http://www.publicartarchive.org/sites/default/files/212_01.jpg,,,Ed Vega,Public Art Archive
MR.ALBQ.359,45592,Dawn Light,http://www.publicartarchive.org/sites/default/files/212_02.jpg,,,Ed Vega,Public Art Archive
MR.ALBQ.360,45592,Dawn Light,http://www.publicartarchive.org/sites/default/files/212_03.jpg,,,Ed Vega,Public Art Archive
MR.ALBQ.361,45596,Historic Railing Design,http://www.publicartarchive.org/sites/default/files/213_01.jpg,,,Jim Crane,Public Art Archive
MR.ALBQ.362,45596,Historic Railing Design,http://www.publicartarchive.org/sites/default/files/213_02.JPG,,,Jim Crane,Public Art Archive
MR.ALBQ.363,45599,A Tradition of Public Transportation in Albuquerque,http://www.publicartarchive.org/sites/default/files/214_01.jpg,,,Eric Velhagen,Public Art Archive
MR.ALBQ.364,45601,Santa Madre Tierra y su Alma,http://www.publicartarchive.org/sites/default/files/215_01.jpg,,,Frederico Vigil,Public Art Archive
MR.ALBQ.365,45601,Santa Madre Tierra y su Alma,http://www.publicartarchive.org/sites/default/files/215_02.jpg,,,Frederico Vigil,Public Art Archive
MR.ALBQ.366,45601,Santa Madre Tierra y su Alma,http://www.publicartarchive.org/sites/default/files/215_03.jpg,,,Frederico Vigil,Public Art Archive
MR.ALBQ.367,45605,Cone 10,http://www.publicartarchive.org/sites/default/files/216_01.jpg,,,Tom Waldron,Public Art Archive
MR.ALBQ.368,45605,Cone 10,http://www.publicartarchive.org/sites/default/files/216_02.jpg,,,Tom Waldron,Public Art Archive
MR.ALBQ.369,45608,Alligator Vase,http://www.publicartarchive.org/sites/default/files/217_01.jpg,,,Tom Waldron,Public Art Archive
MR.ALBQ.370,45608,Alligator Vase,http://www.publicartarchive.org/sites/default/files/217_02.jpg,,,Tom Waldron,Public Art Archive
MR.ALBQ.371,45608,Alligator Vase,http://www.publicartarchive.org/sites/default/files/217_03.jpg,,,Tom Waldron,Public Art Archive
MR.ALBQ.372,45612,�Five Stones of Elena Gallegos� Memorial,http://www.publicartarchive.org/sites/default/files/218_01.jpg,,,Billie Walters,Public Art Archive
MR.ALBQ.373,45612,�Five Stones of Elena Gallegos� Memorial,http://www.publicartarchive.org/sites/default/files/218_02.jpg,,,Billie Walters,Public Art Archive
MR.ALBQ.374,45615,Ceramic Tile Mural,http://www.publicartarchive.org/sites/default/files/219_01.jpg,,,Joan Weissman,Public Art Archive
MR.ALBQ.375,45615,Ceramic Tile Mural,http://www.publicartarchive.org/sites/default/files/219_02.jpg,,,Joan Weissman,Public Art Archive
MR.ALBQ.376,45615,Ceramic Tile Mural,http://www.publicartarchive.org/sites/default/files/219_03.jpg,,,Joan Weissman,Public Art Archive
MR.ALBQ.377,45615,Ceramic Tile Mural,http://www.publicartarchive.org/sites/default/files/219_04.jpg,,,Joan Weissman,Public Art Archive
MR.ALBQ.378,45620,Arc - 28,http://www.publicartarchive.org/sites/default/files/220_01.jpg,,Rivet,,Public Art Archive
MR.ALBQ.379,45620,Arc - 28,http://www.publicartarchive.org/sites/default/files/220_02.jpg,,Rivet,,Public Art Archive
MR.ALBQ.380,45620,Arc - 28,http://www.publicartarchive.org/sites/default/files/220_03.jpg,,Rivet,,Public Art Archive
MR.ALBQ.381,45624,Nob Hill Gateway,http://www.publicartarchive.org/sites/default/files/222_01.jpg,,,Terry Conrad,Public Art Archive
MR.ALBQ.382,45624,Nob Hill Gateway,http://www.publicartarchive.org/sites/default/files/222_02.JPG,,,Terry Conrad,Public Art Archive
MR.ALBQ.383,45627,Nob Hill Gateway,http://www.publicartarchive.org/sites/default/files/221_01.jpg,,,Joan Weissman,Public Art Archive
MR.ALBQ.384,45627,Nob Hill Gateway,http://www.publicartarchive.org/sites/default/files/221_02.jpg,,,Joan Weissman,Public Art Archive
MR.ALBQ.385,45630,La Pared de Imagenes (The Wall of Images),http://www.publicartarchive.org/sites/default/files/223_01.jpg,,,Byron Wickstrom,Public Art Archive
MR.ALBQ.386,45630,La Pared de Imagenes (The Wall of Images),http://www.publicartarchive.org/sites/default/files/223_02.jpg,,,Byron Wickstrom,Public Art Archive
MR.ALBQ.387,45630,La Pared de Imagenes (The Wall of Images),http://www.publicartarchive.org/sites/default/files/223_03.jpg,,,Byron Wickstrom,Public Art Archive
MR.ALBQ.388,45630,La Pared de Imagenes (The Wall of Images),http://www.publicartarchive.org/sites/default/files/223_04.jpg,,,Byron Wickstrom,Public Art Archive
MR.ALBQ.389,45635,Netherwood Habitat,http://www.publicartarchive.org/sites/default/files/224_01.jpg,,,Susan Wink,Public Art Archive
MR.ALBQ.390,45635,Netherwood Habitat,http://www.publicartarchive.org/sites/default/files/224_02.jpg,,,Susan Wink,Public Art Archive
MR.ALBQ.391,45635,Netherwood Habitat,http://www.publicartarchive.org/sites/default/files/224_03.jpg,,,Susan Wink,Public Art Archive
MR.ALBQ.392,45639,Mountain Waves,http://www.publicartarchive.org/sites/default/files/225_01.jpg,,,David Witherspoon,Public Art Archive
MR.ALBQ.393,45641,Police Officers Memorial,http://www.publicartarchive.org/sites/default/files/226_01.jpg,,,Bill Worthen,Public Art Archive
MR.ALBQ.394,45641,Police Officers Memorial,http://www.publicartarchive.org/sites/default/files/226_02.jpg,,,Bill Worthen,Public Art Archive
MR.ALBQ.395,45644,Morning Allegory,http://www.publicartarchive.org/sites/default/files/227_01.jpg,,,Nancy Young,Public Art Archive
MR.ALBQ.396,45644,Morning Allegory,http://www.publicartarchive.org/sites/default/files/227_02.jpg,,,Nancy Young,Public Art Archive
MR.ALBQ.397,45644,Morning Allegory,http://www.publicartarchive.org/sites/default/files/227_03.jpg,,,Nancy Young,Public Art Archive
MR.ALBQ.398,45644,Morning Allegory,http://www.publicartarchive.org/sites/default/files/227_04.jpg,,,Nancy Young,Public Art Archive
MR.ALBQ.399,45649,Mediterranean Conservatory Mural,http://www.publicartarchive.org/sites/default/files/228_01.jpg,,,Claudia Baragiola,Public Art Archive
MR.ALBQ.400,45649,Mediterranean Conservatory Mural,http://www.publicartarchive.org/sites/default/files/228_02.jpg,,,Claudia Baragiola,Public Art Archive
MR.ALBQ.401,45649,Mediterranean Conservatory Mural,http://www.publicartarchive.org/sites/default/files/228_04.jpg,,,Claudia Baragiola,Public Art Archive
MR.ALBQ.402,45649,Mediterranean Conservatory Mural,http://www.publicartarchive.org/sites/default/files/228_03.jpg,,,Claudia Baragiola,Public Art Archive
MR.ALBQ.403,45649,Mediterranean Conservatory Mural,http://www.publicartarchive.org/sites/default/files/228_05.jpg,,,Claudia Baragiola,Public Art Archive
MR.ALBQ.404,45655,Under the Portal of Santa Fe,http://www.publicartarchive.org/sites/default/files/229_01.jpg,,,Elias Rivera,Public Art Archive
MR.ALBQ.405,45657,Jubilee,http://www.publicartarchive.org/sites/default/files/230_01.jpg,,,Garo Antreasian,Public Art Archive
MR.ALBQ.406,45659,Kokobello I,http://www.publicartarchive.org/sites/default/files/231_01.jpg,,,Garo Antreasian,Public Art Archive
MR.ALBQ.407,45661,The Rio Wildlife (Frogs),http://www.publicartarchive.org/sites/default/files/232_01.jpg,,,O.K. Harris,Public Art Archive
MR.ALBQ.408,45663,The Rio Wildlife (Fish),http://www.publicartarchive.org/sites/default/files/232.01_01.jpg,,,O.K. Harris,Public Art Archive
MR.ALBQ.409,45665,The Rio Wildlife (Pelican),http://www.publicartarchive.org/sites/default/files/232.02_01.jpg,,,O.K. Harris,Public Art Archive
MR.ALBQ.410,45667,The Rio Wildlife (Turtle),http://www.publicartarchive.org/sites/default/files/232.03_01.jpg,,,O.K. Harris,Public Art Archive
MR.ALBQ.411,45669,Ark,http://www.publicartarchive.org/sites/default/files/233_01.jpg,,,Garo Antreasian,Public Art Archive
MR.ALBQ.412,45671,Large Sculptural Form,http://www.publicartarchive.org/sites/default/files/234_01.jpg,,,Garo Antreasian,Public Art Archive
MR.ALBQ.413,45673,Ramagir-A,http://www.publicartarchive.org/sites/default/files/235_01.jpg,,,Garo Antreasian,Public Art Archive
MR.ALBQ.414,45675,Yali I and II,http://www.publicartarchive.org/sites/default/files/236_01.jpg,,,Garo Antreasian,Public Art Archive
MR.ALBQ.415,45677,Construction with Chacmool,http://www.publicartarchive.org/sites/default/files/237_01.jpg,,,Mary Wood,Public Art Archive
MR.ALBQ.416,45679,Rosalie Doolittle Fountain,http://www.publicartarchive.org/sites/default/files/238_01.jpg,,,Shel Neymark,Public Art Archive
MR.ALBQ.417,45679,Rosalie Doolittle Fountain,http://www.publicartarchive.org/sites/default/files/238_02.JPG,,,Shel Neymark,Public Art Archive
MR.ALBQ.418,45679,Rosalie Doolittle Fountain,http://www.publicartarchive.org/sites/default/files/238_03.JPG,,,Shel Neymark,Public Art Archive
MR.ALBQ.419,45679,Rosalie Doolittle Fountain,http://www.publicartarchive.org/sites/default/files/238_04.JPG,,,Shel Neymark,Public Art Archive
MR.ALBQ.420,45679,Rosalie Doolittle Fountain,http://www.publicartarchive.org/sites/default/files/238_05.JPG,,,Shel Neymark,Public Art Archive
MR.ALBQ.421,45685,Emerging Madonna I,http://www.publicartarchive.org/sites/default/files/241_01.jpg,,,Artis Lane,Public Art Archive
MR.ALBQ.422,45685,Emerging Madonna I,http://www.publicartarchive.org/sites/default/files/241_02.jpg,,,Artis Lane,Public Art Archive
MR.ALBQ.423,45688,Blackened Clay,http://www.publicartarchive.org/sites/default/files/242_01.jpg,,,Veloy Vigil,Public Art Archive
MR.ALBQ.424,45690,Nichos with Tile #1,http://www.publicartarchive.org/sites/default/files/243_01.jpg,,,Esteban Duran,Public Art Archive
MR.ALBQ.425,45692,Nichos with Tile #2,http://www.publicartarchive.org/sites/default/files/243.01_01.jpg,,,Esteban Duran,Public Art Archive
MR.ALBQ.426,45694,Illustration,http://www.publicartarchive.org/sites/default/files/244_01.jpg,,,Jackie St. Aubyn,Public Art Archive
MR.ALBQ.427,45696,Illustration,http://www.publicartarchive.org/sites/default/files/245_01.jpg,,,Nick Abdalla,Public Art Archive
MR.ALBQ.428,45698,Illustration,http://www.publicartarchive.org/sites/default/files/246_01.jpg,,,Chris Bull,Public Art Archive
MR.ALBQ.429,45700,Illustration,http://www.publicartarchive.org/sites/default/files/247_01.jpg,,,Reg Loving,Public Art Archive
MR.ALBQ.430,45702,Illustration,http://www.publicartarchive.org/sites/default/files/248_01_0.jpg,,Albuquerque Public Art,,Public Art Archive
MR.ALBQ.431,45703,Illustration,http://www.publicartarchive.org/sites/default/files/248_01.jpg,,,John Wenger,Public Art Archive
MR.ALBQ.432,45703,Illustration,http://www.publicartarchive.org/sites/default/files/249_01.jpg,,,Frank McCulloch,Public Art Archive
MR.ALBQ.433,45706,Illustration,http://www.publicartarchive.org/sites/default/files/250_01.jpg,,,Dennis Culver,Public Art Archive
MR.ALBQ.434,45708,Illustration,http://www.publicartarchive.org/sites/default/files/251_01.jpg,,,Carl Johansen,Public Art Archive
MR.ALBQ.435,45710,Illustration,http://www.publicartarchive.org/sites/default/files/252_01.jpg,,,Randy White,Public Art Archive
MR.ALBQ.436,45712,Illustration,http://www.publicartarchive.org/sites/default/files/253_01.jpg,,,Robert Peterson,Public Art Archive
MR.ALBQ.437,45714,Calligraphy,http://www.publicartarchive.org/sites/default/files/254_01.jpg,,,Diana Stetson,Public Art Archive
MR.ALBQ.438,45716,Don Quixote Suite Case,http://www.publicartarchive.org/sites/default/files/255_01.jpg,,,J. Pearson,Public Art Archive
MR.ALBQ.439,45718,Untitled #1,http://www.publicartarchive.org/sites/default/files/256_01.jpg,,,Orlando Ley,Public Art Archive
MR.ALBQ.440,45720,"Untitled, 76.1.1",http://www.publicartarchive.org/sites/default/files/257_01.jpg,,,Garo Antreasian,Public Art Archive
MR.ALBQ.441,45722,Apprehension of the Stage Robbers,http://www.publicartarchive.org/sites/default/files/258_01.jpg,,,Harvey Johnson,Public Art Archive
MR.ALBQ.442,45724,"Untitled, 78.2.2A and 78.2.1B",http://www.publicartarchive.org/sites/default/files/259_01.jpg,,,Garo Antreasian,Public Art Archive
MR.ALBQ.443,45726,Eastern Provinces,http://www.publicartarchive.org/sites/default/files/260_01.jpg,,,Garo Antreasian,Public Art Archive
MR.ALBQ.444,45728,"Untitled,78.3.2",http://www.publicartarchive.org/sites/default/files/261_01.jpg,,,Garo Antreasian,Public Art Archive
MR.ALBQ.445,45730,Celebration in Story,http://www.publicartarchive.org/sites/default/files/262_01.jpg,,,Debra Rogers,Public Art Archive
MR.ALBQ.446,45730,Celebration in Story,http://www.publicartarchive.org/sites/default/files/262_02.jpg,,,Debra Rogers,Public Art Archive
MR.ALBQ.447,45730,Celebration in Story,http://www.publicartarchive.org/sites/default/files/262_03.jpg,,,Debra Rogers,Public Art Archive
MR.ALBQ.448,45734,To All the Great Animals Around the World,http://www.publicartarchive.org/sites/default/files/263_01.jpg,,,Leonard Lee,Public Art Archive
MR.ALBQ.449,45736,Bosque Rio Sunset,http://www.publicartarchive.org/sites/default/files/264_01.jpg,,,Dave Dekker,Public Art Archive
MR.ALBQ.450,45736,Bosque Rio Sunset,http://www.publicartarchive.org/sites/default/files/264_02.jpg,,,Dave Dekker,Public Art Archive
MR.ALBQ.451,45736,Bosque Rio Sunset,http://www.publicartarchive.org/sites/default/files/264_03.jpg,,,Dave Dekker,Public Art Archive
MR.ALBQ.452,45740,�Very Special Arts Garage� Neon Sign,http://www.publicartarchive.org/sites/default/files/265_01.jpg,,,Robert Randazzo,Public Art Archive
MR.ALBQ.453,45742,Gardens that Bloom in Fragrance and Flower,http://www.publicartarchive.org/sites/default/files/266_02.jpg,,,Jan Moore,Public Art Archive
MR.ALBQ.454,45742,Gardens that Bloom in Fragrance and Flower,http://www.publicartarchive.org/sites/default/files/266_01.jpg,,,Jan Moore,Public Art Archive
MR.ALBQ.455,45742,Gardens that Bloom in Fragrance and Flower,http://www.publicartarchive.org/sites/default/files/266_03.jpg,,,Jan Moore,Public Art Archive
MR.ALBQ.456,45747,Gar Bender,http://www.publicartarchive.org/sites/default/files/268_01.jpg,,,Joe Barrington,Public Art Archive
MR.ALBQ.457,45747,Gar Bender,http://www.publicartarchive.org/sites/default/files/268_02.jpg,,,Joe Barrington,Public Art Archive
MR.ALBQ.458,45750,Stickman #14 and #23,http://www.publicartarchive.org/sites/default/files/269_01.jpg,,,Larry Bell,Public Art Archive
MR.ALBQ.459,45750,Stickman #14 and #23,http://www.publicartarchive.org/sites/default/files/269_02.jpg,,,Larry Bell,Public Art Archive
MR.ALBQ.460,45750,Stickman #14 and #23,http://www.publicartarchive.org/sites/default/files/269_03.jpg,,,Larry Bell,Public Art Archive
MR.ALBQ.461,45754,Silente Paisano,http://www.publicartarchive.org/sites/default/files/270_01.jpg,,,George Manus,Public Art Archive
MR.ALBQ.462,45756,Spring Fever,http://www.publicartarchive.org/sites/default/files/271_01.jpg,,,O.K. Harris,Public Art Archive
MR.ALBQ.463,45756,Spring Fever,http://www.publicartarchive.org/sites/default/files/271_02.JPG,,,O.K. Harris,Public Art Archive
MR.ALBQ.464,45756,Spring Fever,http://www.publicartarchive.org/sites/default/files/271_03.JPG,,,O.K. Harris,Public Art Archive
MR.ALBQ.465,45756,Spring Fever,http://www.publicartarchive.org/sites/default/files/327_01.jpg,,,Francis Rivera,Public Art Archive
MR.ALBQ.466,45761,Bison,http://www.publicartarchive.org/sites/default/files/000053_891387_561401_0511.jpg,,,Donald Gialanella,Public Art Archive
MR.ALBQ.467,45761,Bison,http://www.publicartarchive.org/sites/default/files/272_01.jpg,,,Ila McAfee,Public Art Archive
MR.ALBQ.468,45763,"La Cueva Sunset, East",http://www.publicartarchive.org/sites/default/files/273_01.jpg,,,Wilson Hurley,Public Art Archive
MR.ALBQ.469,45765,"La Cueva Sunset, West",http://www.publicartarchive.org/sites/default/files/274_01.jpg,,,Wilson Hurley,Public Art Archive
MR.ALBQ.470,45767,Guardian of the Fourth World,http://www.publicartarchive.org/sites/default/files/275_01.jpg,,,Clifford Fragua,Public Art Archive
MR.ALBQ.471,45769,Seed Pot,http://www.publicartarchive.org/sites/default/files/276_01.jpg,,,Charmae Natseway,Public Art Archive
MR.ALBQ.472,45769,Seed Pot,http://www.publicartarchive.org/sites/default/files/276_02.jpg,,,Charmae Natseway,Public Art Archive
MR.ALBQ.473,45772,Sikyatki Shaped Bowl,http://www.publicartarchive.org/sites/default/files/277_01.jpg,,,Robert Tenorio,Public Art Archive
MR.ALBQ.474,45774,Owl Bowl,http://www.publicartarchive.org/sites/default/files/278_01.jpg,,,Laura Gachupin,Public Art Archive
MR.ALBQ.475,45776,Polychrome Jar,http://www.publicartarchive.org/sites/default/files/280_01.jpg,,,Lois Gutierrez-De La Cruz,Public Art Archive
MR.ALBQ.476,45778,Untitled - Bracelet,http://www.publicartarchive.org/sites/default/files/281_01.jpg,,,Roderick Kaskalla,Public Art Archive
MR.ALBQ.477,45778,Untitled - Bracelet,http://www.publicartarchive.org/sites/default/files/287_01.jpg,,,Angie Owen,Public Art Archive
MR.ALBQ.478,45781,Seed Jar,http://www.publicartarchive.org/sites/default/files/282_01.jpg,,,Dorothy Torivio,Public Art Archive
MR.ALBQ.479,45783,Traditional Pueblo Concho Belt,http://www.publicartarchive.org/sites/default/files/283_01.jpg,,,Cippy Crazy Horse,Public Art Archive
MR.ALBQ.480,45785,Caldron,http://www.publicartarchive.org/sites/default/files/284_01.jpg,,,Aaron Karp,Public Art Archive
MR.ALBQ.481,45787,Fetish Necklace,http://www.publicartarchive.org/sites/default/files/285_01.jpg,,,Dinah Gasper,Public Art Archive
MR.ALBQ.482,45789,Jar with Dancers,http://www.publicartarchive.org/sites/default/files/286_01.jpg,,,Marcellus Medina,Public Art Archive
MR.ALBQ.483,45792,Untitled - Tapestry,http://www.publicartarchive.org/sites/default/files/288_01.jpg,,,Tina John,Public Art Archive
MR.ALBQ.484,45794,Poe Kwinsawin,http://www.publicartarchive.org/sites/default/files/289_01.jpg,,,Ramoncita Sandoval,Public Art Archive
MR.ALBQ.485,45796,Hopi Woman,http://www.publicartarchive.org/sites/default/files/290_01.jpg,,,Maxine Toya,Public Art Archive
MR.ALBQ.486,45799,Zuni Masked Dancer,http://www.publicartarchive.org/sites/default/files/292_01.jpg,,,Pop Chalee,Public Art Archive
MR.ALBQ.487,45801,Horse Mural,http://www.publicartarchive.org/sites/default/files/293_01.jpg,,,Pop Chalee,Public Art Archive
MR.ALBQ.488,45803,Navajo Yeibichai,http://www.publicartarchive.org/sites/default/files/294_01.jpg,,,Pop Chalee,Public Art Archive
MR.ALBQ.489,45805,Buffalo Mural,http://www.publicartarchive.org/sites/default/files/295_01.jpg,,,Pop Chalee,Public Art Archive
MR.ALBQ.490,45807,Matachine,http://www.publicartarchive.org/sites/default/files/296_01.jpg,,,Pop Chalee,Public Art Archive
MR.ALBQ.491,45809,Apache Crown Dancer,http://www.publicartarchive.org/sites/default/files/297_01.jpg,,,Pop Chalee,Public Art Archive
MR.ALBQ.492,45811,Brown Deer,http://www.publicartarchive.org/sites/default/files/298_01.jpg,,,Pop Chalee,Public Art Archive
MR.ALBQ.493,45813,Blue Deer,http://www.publicartarchive.org/sites/default/files/299_01.jpg,,,Pop Chalee,Public Art Archive
MR.ALBQ.494,45815,Buffalo Dancer,http://www.publicartarchive.org/sites/default/files/300_01.jpg,,,Pop Chalee,Public Art Archive
MR.ALBQ.495,45815,Buffalo Dancer,http://www.publicartarchive.org/sites/default/files/548_01.jpg,,,John Nieto,Public Art Archive
MR.ALBQ.496,45818,Taos Horsetail Dancer,http://www.publicartarchive.org/sites/default/files/301_01.jpg,,,Pop Chalee,Public Art Archive
MR.ALBQ.497,45820,Our Lady of Guadalupe,http://www.publicartarchive.org/sites/default/files/302_01.jpg,,,Luis Tapia,Public Art Archive
MR.ALBQ.498,45821,Bell Ranch Spur,http://www.publicartarchive.org/sites/default/files/303_01.jpg,,,Douglas Hall,Public Art Archive
MR.ALBQ.499,45823,Spanish Market,http://www.publicartarchive.org/sites/default/files/304_01.jpg,,,Sylvia Johnson,Public Art Archive
MR.ALBQ.500,45825,Look...We're Building You a Treehouse,http://www.publicartarchive.org/sites/default/files/305_01.jpg,,,John Muir,Public Art Archive
MR.ALBQ.501,45825,Look...We're Building You a Treehouse,http://www.publicartarchive.org/sites/default/files/305_02.jpg,,,John Muir,Public Art Archive
MR.ALBQ.502,45825,Look...We're Building You a Treehouse,http://www.publicartarchive.org/sites/default/files/305_03.jpg,,,John Muir,Public Art Archive
MR.ALBQ.503,45825,Look...We're Building You a Treehouse,http://www.publicartarchive.org/sites/default/files/305_04.jpg,,,John Muir,Public Art Archive
MR.ALBQ.504,45830,Untitled - Necklace,http://www.publicartarchive.org/sites/default/files/291_01.jpg,,,Gail Bird,Public Art Archive
MR.ALBQ.505,45830,Untitled - Necklace,http://www.publicartarchive.org/sites/default/files/306_01.jpg,,,Richard Chavez,Public Art Archive
MR.ALBQ.506,45833,Lamp Vase,http://www.publicartarchive.org/sites/default/files/307_01.jpg,,,Elizabeth Naranjo,Public Art Archive
MR.ALBQ.507,45836,Pottery Jar,http://www.publicartarchive.org/sites/default/files/309_01.jpg,,,Nathan Youngblood,Public Art Archive
MR.ALBQ.508,45838,Sue�o Entre Sue�o,http://www.publicartarchive.org/sites/default/files/310_01.jpg,,,Bernadette Vigil,Public Art Archive
MR.ALBQ.509,45840,Para David,http://www.publicartarchive.org/sites/default/files/311_01.JPG,,,Ed Vega,Public Art Archive
MR.ALBQ.510,45842,Celebrating Nature/the Landscape Underground,http://www.publicartarchive.org/sites/default/files/312_01.jpg,,,Barbara Grothus,Public Art Archive
MR.ALBQ.511,45844,Images in the Pueblo Night,http://www.publicartarchive.org/sites/default/files/313_01.jpg,,,Robert Montoya,Public Art Archive
MR.ALBQ.512,45846,Untitled - Basket,http://www.publicartarchive.org/sites/default/files/314_01.jpg,,,Lydia Pesata,Public Art Archive
MR.ALBQ.513,45848,Storyteller with Eight Separate Children,http://www.publicartarchive.org/sites/default/files/315_01.jpg,,,Ada Suina,Public Art Archive
MR.ALBQ.514,45850,Why the Coyote Bays at the Moon,http://www.publicartarchive.org/sites/default/files/316_01.jpg,,,Pablita Velarde,Public Art Archive
MR.ALBQ.515,45852,Untitled - Necklace,http://www.publicartarchive.org/sites/default/files/317_01.jpg,,,Joe Cate;Rosey Cate,Public Art Archive
MR.ALBQ.516,45854,Medicine Bear,http://www.publicartarchive.org/sites/default/files/318_01.jpg,,,Stewart Quandelacy,Public Art Archive
MR.ALBQ.517,45856,Zebra,http://www.publicartarchive.org/sites/default/files/319_01.jpg,,,David Alvarez,Public Art Archive
MR.ALBQ.518,45858,Untitled - Pottery,http://www.publicartarchive.org/sites/default/files/308_01.jpg,,,Dora Tse Pe,Public Art Archive
MR.ALBQ.519,45860,Haciendo Pan,http://www.publicartarchive.org/sites/default/files/321_01.jpg,,,Edward Gonzales,Public Art Archive
MR.ALBQ.520,45862,Untitled - Weaving,http://www.publicartarchive.org/sites/default/files/322_01.jpg,,,Paul Ortega,Public Art Archive
